symbol,date,open,high,low,close,Candles_Present,Signal,Bullish_Count,Bearish_Count,Signal_Strength
NICAD 85/86,2024-05-08,1014.0,1015.2,1014.0,1015.1,['CDLSHORTLINE'],Bearish,0,1,-1
NICAD8182,2024-12-29,1056.3,1056.3,1056.3,1056.3,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
NICAD8283,2024-12-24,1062.1,1083.3,1062.1,1083.3,"['CDLBELTHOLD', 'CDLCLOSINGMARUBOZU', 'CDLLONGLINE', 'CDLMARUBOZU']",Bullish,4,0,4
NICAP,2024-06-18,331.3,331.3,331.3,331.3,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
NICBF,2024-12-29,9.0,9.22,9.0,9.22,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
NICD83/84,2024-12-29,1135.0,1135.0,1135.0,1135.0,"['CDLDOJI', 'CDLSHORTLINE', 'CDLTRISTAR']",Bearish,0,1,-1
NICD88,2024-12-29,1062.0,1062.8,1062.0,1062.0,"['CDLDOJI', 'CDLGRAVESTONEDOJI', 'CDLINVERTEDHAMMER', 'CDLLONGLEGGEDDOJI', 'CDLTRISTAR']",Bullish,1,0,1
NICFC,2024-12-29,8.99,9.18,8.99,9.11,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
NICGF,2024-12-29,10.33,10.33,10.33,10.33,"['CDLDOJI', 'CDLSHORTLINE', 'CDLTRISTAR']",Bearish,0,1,-1
NICGF2,2024-12-29,8.62,8.85,8.62,8.85,"['CDLDOJI', 'CDLSHORTLINE', 'CDLTRISTAR']",Bearish,0,1,-1
NICL,2024-12-29,973.7,973.7,955.0,959.0,['CDLBELTHOLD'],Bullish,1,0,1
NICLBSL,2024-12-29,663.0,683.0,660.0,660.0,['CDLINVERTEDHAMMER'],Bullish,1,0,1
NICSF,2024-12-29,9.2,9.38,9.2,9.34,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
NIFRA,2024-12-29,251.0,252.0,246.5,246.8,"['CDLCLOSINGMARUBOZU', 'CDLLONGLINE']",Bullish,2,0,2
NIL,2024-12-29,937.0,937.0,924.1,926.0,['CDLBELTHOLD'],Bullish,1,0,1
NILPO,2024-06-23,436.0,436.0,436.0,436.0,"['CDLDOJI', 'CDLDOJISTAR', 'CDLSHORTLINE']",Bearish,0,1,-1
NIMB,2024-12-29,230.2,230.2,221.0,221.0,"['CDLBELTHOLD', 'CDLCLOSINGMARUBOZU', 'CDLLONGLINE', 'CDLMARUBOZU']",Bullish,4,0,4
NLBBL,2024-03-12,565.0,595.0,555.0,595.0,['CDLCLOSINGMARUBOZU'],Bullish,1,0,1
NLBBLP,2024-02-08,401.0,401.0,401.0,401.0,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
NLICL,2024-12-29,567.0,567.0,561.8,562.0,['CDLSHORTLINE'],Bearish,0,1,-1
NLICLP,2024-11-28,293.5,293.5,293.5,293.5,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
NLICP,2024-10-07,450.0,450.0,450.0,450.0,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
NLO,2024-12-22,246.9,246.9,246.9,246.9,"['CDLDOJI', 'CDLSHORTLINE', 'CDLTRISTAR']",Bearish,0,1,-1
NMB,2024-12-29,253.0,253.0,245.0,246.0,"['CDLENGULFING', 'CDLSHORTLINE']",Bearish,0,1,-1
NMB50,2024-12-29,10.15,10.21,10.15,10.21,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
NMBD2085,2024-11-28,1090.8,1090.8,1090.8,1090.8,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
NMBD89/90,2024-12-23,1090.2,1090.2,1090.2,1068.4,"['CDLBELTHOLD', 'CDLCLOSINGMARUBOZU', 'CDLLONGLINE', 'CDLMARUBOZU']",Bullish,4,0,4
NMBPO,2024-12-18,140.0,140.0,140.0,140.0,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
NMBSBF,2024-12-29,10.47,10.47,10.47,10.47,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
NMFBSP,2024-11-26,755.0,755.0,755.0,755.0,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
NMLBBL,2024-12-29,675.0,689.0,675.0,676.0,"['CDLDOJI', 'CDLGRAVESTONEDOJI', 'CDLINVERTEDHAMMER', 'CDLLONGLEGGEDDOJI']",Bullish,1,0,1
NRM,2024-12-29,445.0,447.5,432.1,438.9,"['CDLHAMMER', 'CDLSHORTLINE']",Bullish,1,1,0
NRN,2024-12-29,930.0,1030.0,930.0,999.0,['CDLBELTHOLD'],Bullish,1,0,1
NSIF2,2024-12-29,10.4,10.6,10.13,10.13,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
NTC,2024-12-29,951.0,962.0,951.0,960.3,['CDLSHORTLINE'],Bearish,0,1,-1
NUBL,2024-12-29,680.0,700.0,669.0,691.0,['CDLSHORTLINE'],Bearish,0,1,-1
NWCL,2024-12-29,957.0,980.0,955.0,957.0,"['CDLDOJI', 'CDLGRAVESTONEDOJI', 'CDLHIGHWAVE', 'CDLLONGLEGGEDDOJI', 'CDLSHOOTINGSTAR', 'CDLSPINNINGTOP']",Bearish,0,1,-1
NYADI,2024-12-29,438.0,473.0,428.0,428.0,['CDLINVERTEDHAMMER'],Bullish,1,0,1
OTHERS,2024-12-29,1940.61,1953.19,1935.19,1946.37,['CDLSHORTLINE'],Bearish,0,1,-1
PBD85,2024-12-29,1061.0,1061.0,1061.0,1061.0,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
PBD88,2024-12-29,1150.0,1153.0,1133.0,1133.0,"['CDLCLOSINGMARUBOZU', 'CDLLONGLINE']",Bullish,2,0,2
PBLD84,2024-12-29,1095.0,1095.0,1079.4,1090.0,['CDLHAMMER'],Bullish,1,0,1
PBLD86,2024-12-23,1136.0,1136.0,1115.0,1115.0,"['CDLBELTHOLD', 'CDLCLOSINGMARUBOZU', 'CDLLONGLINE', 'CDLMARUBOZU']",Bullish,4,0,4
PCBL,2024-12-29,266.3,268.0,257.1,258.2,['CDLSHORTLINE'],Bearish,0,1,-1
PCBLP,2024-12-26,103.6,105.2,103.6,105.2,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
PFL,2024-12-29,609.0,610.0,572.0,577.0,"['CDLBELTHOLD', 'CDLLONGLINE']",Bullish,2,0,2
PHCL,2024-12-29,518.3,530.0,515.0,515.0,['CDLINVERTEDHAMMER'],Bullish,1,0,1
PRIN,2024-12-29,958.9,959.7,940.0,947.0,['CDLBELTHOLD'],Bullish,1,0,1
PROFL,2024-12-29,622.1,629.0,608.1,609.0,['CDLCLOSINGMARUBOZU'],Bullish,1,0,1
PROFLP,2024-12-18,122.0,122.0,122.0,122.0,"['CDLDOJI', 'CDLDOJISTAR', 'CDLSHORTLINE']",Bearish,0,1,-1
PRSF,2024-12-29,9.73,10.19,9.73,10.19,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
PRVU,2024-12-29,248.8,250.0,239.1,241.1,['CDLSHORTLINE'],Bearish,0,1,-1
PRVUPO,2024-12-03,121.6,121.6,120.0,120.0,['CDLSHORTLINE'],Bearish,0,1,-1
PSF,2024-12-29,9.81,10.03,9.81,10.03,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
RBBD83,2024-12-29,1049.0,1050.0,1042.1,1042.1,"['CDLBELTHOLD', 'CDLCLOSINGMARUBOZU', 'CDLLONGLINE', 'CDLMARUBOZU']",Bullish,4,0,4
RFPL,2024-12-29,980.0,1020.0,945.0,1020.0,['CDLCLOSINGMARUBOZU'],Bullish,1,0,1
RHGCL,2024-12-29,557.0,557.0,520.0,521.1,"['CDLBELTHOLD', 'CDLCLOSINGMARUBOZU', 'CDLLONGLINE', 'CDLMARUBOZU']",Bullish,4,0,4
RHPL,2024-12-29,424.0,428.1,419.7,420.0,"['CDLDOJI', 'CDLDOJISTAR', 'CDLINVERTEDHAMMER', 'CDLLONGLEGGEDDOJI', 'CDLSHORTLINE']",Bullish,1,1,0
RIDI,2024-12-29,220.0,224.5,219.0,219.8,"['CDLDOJI', 'CDLHAMMER', 'CDLHIGHWAVE', 'CDLINVERTEDHAMMER', 'CDLLONGLEGGEDDOJI', 'CDLRICKSHAWMAN', 'CDLSHORTLINE', 'CDLSPINNINGTOP', 'CDLTAKURI']",Bullish,2,1,1
RLFL,2024-12-29,577.0,580.0,558.0,561.8,['CDLSHORTLINE'],Bearish,0,1,-1
RLFLPO,2024-04-15,204.0,204.0,204.0,204.0,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
RMF1,2024-12-29,9.1,9.26,9.1,9.26,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
RMF2,2024-12-29,9.09,9.43,9.09,9.43,"['CDLDOJI', 'CDLGAPSIDESIDEWHITE', 'CDLSHORTLINE']",Bearish,0,1,-1
RNLI,2024-12-29,494.0,500.0,493.8,495.8,"['CDLDOJI', 'CDLLONGLEGGEDDOJI', 'CDLSHOOTINGSTAR', 'CDLSHORTLINE']",Bearish,0,2,-2
SABSL,2024-07-11,1093.0,1093.0,1034.0,1045.0,['CDLBELTHOLD'],Bullish,1,0,1
SADBL,2024-12-29,403.9,407.0,400.1,402.0,['CDLSHORTLINE'],Bearish,0,1,-1
SADBLP,2024-10-27,164.0,164.0,164.0,164.0,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
SAEF,2024-12-22,11.07,11.31,11.07,11.25,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
SAGF,2024-12-29,9.6,10.0,9.6,9.9,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
SAHAS,2024-12-29,479.0,480.0,471.0,472.0,"['CDLBELTHOLD', 'CDLCLOSINGMARUBOZU', 'CDLLONGLINE', 'CDLMARUBOZU']",Bullish,4,0,4
SALICO,2024-12-29,691.0,704.0,691.0,698.0,['CDLBELTHOLD'],Bullish,1,0,1
SAMAJ,2024-12-29,3599.0,3650.0,3509.9,3509.9,['CDLCLOSINGMARUBOZU'],Bullish,1,0,1
SAND2085,2024-12-09,1119.0,1150.0,1119.0,1150.0,"['CDLBELTHOLD', 'CDLCLOSINGMARUBOZU', 'CDLLONGLINE', 'CDLMARUBOZU']",Bullish,4,0,4
SANIMA,2024-12-29,309.0,309.0,302.0,302.1,['CDLSHORTLINE'],Bearish,0,1,-1
SAPDBL,2024-12-29,950.0,983.9,872.1,872.1,['CDLCLOSINGMARUBOZU'],Bullish,1,0,1
SBCF,2024-12-29,9.05,9.13,9.05,9.13,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
SBI,2024-12-29,442.0,442.0,428.0,430.0,['CDLSHORTLINE'],Bearish,0,1,-1
SBIBD86,2024-12-26,1102.0,1114.4,1102.0,1114.4,['CDLSHORTLINE'],Bearish,0,1,-1
SBID83,2024-12-29,1130.0,1130.0,1130.0,1130.0,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
SBL,2024-12-29,310.0,311.5,303.0,306.0,['CDLSHORTLINE'],Bearish,0,1,-1
SBLD2082,2024-12-29,1160.0,1160.0,1160.0,1160.0,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
SBLD83,2024-12-29,1144.0,1144.4,1144.0,1144.4,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
SBLD84,2024-12-29,1041.0,1059.0,1040.2,1059.0,"['CDLBELTHOLD', 'CDLCLOSINGMARUBOZU', 'CDLLONGLINE', 'CDLMARUBOZU']",Bullish,4,0,4
SBLPO,2024-07-21,137.7,137.7,137.7,137.7,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
SCBD,2024-12-29,1110.0,1110.0,1110.0,1110.0,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
SDBD87,2024-12-26,1088.0,1088.0,1088.0,1088.0,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
SEF,2024-12-29,9.56,9.75,9.56,9.58,"['CDLDOJI', 'CDLDOJISTAR', 'CDLINVERTEDHAMMER', 'CDLLONGLEGGEDDOJI', 'CDLSHORTLINE']",Bullish,1,1,0
SENFLOAT,2024-12-29,150.46,151.24,149.1,149.46,['CDLSHORTLINE'],Bearish,0,1,-1
SFCL,2024-12-29,640.0,640.0,601.0,608.0,['CDLBELTHOLD'],Bullish,1,0,1
SFEF,2024-12-29,9.1,9.17,9.1,9.17,"['CDLDOJI', 'CDLDOJISTAR', 'CDLSHORTLINE']",Bearish,0,1,-1
SFMF,2024-12-29,10.09,10.09,10.09,10.09,"['CDLDOJI', 'CDLGAPSIDESIDEWHITE', 'CDLSHORTLINE']",Bearish,0,1,-1
SGHC,2024-12-29,477.0,477.0,448.0,461.0,['CDLBELTHOLD'],Bullish,1,0,1
SGIC,2024-12-29,658.0,678.0,658.0,663.0,['CDLSHOOTINGSTAR'],Bearish,0,1,-1
SHEL,2024-12-29,240.0,242.0,235.3,237.0,['CDLSHORTLINE'],Bearish,0,1,-1
SHINE,2024-12-29,440.0,440.0,424.1,426.0,"['CDLBELTHOLD', 'CDLLONGLINE']",Bullish,2,0,2
SHINEP,2024-11-06,262.0,262.0,262.0,262.0,"['CDLDOJI', 'CDLDOJISTAR', 'CDLSHORTLINE']",Bearish,0,1,-1
SHIVM,2024-12-29,570.0,570.0,554.0,555.0,"['CDLBELTHOLD', 'CDLCLOSINGMARUBOZU', 'CDLLONGLINE', 'CDLMARUBOZU']",Bullish,4,0,4
SHLB,2024-12-29,2660.0,2893.0,2660.0,2785.0,"['CDLABANDONEDBABY', 'CDLBELTHOLD', 'CDLMORNINGDOJISTAR', 'CDLMORNINGSTAR']",Bullish,3,0,3
SHPC,2024-12-29,482.0,482.0,458.5,462.0,"['CDLBELTHOLD', 'CDLLONGLINE']",Bullish,2,0,2
SICL,2024-12-29,786.0,801.0,786.0,799.0,['CDLSHORTLINE'],Bearish,0,1,-1
SIFCPO,2024-05-09,228.0,228.0,228.0,228.0,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
SIGS2,2024-12-29,9.37,9.55,9.37,9.42,"['CDLDOJI', 'CDLINVERTEDHAMMER', 'CDLLONGLEGGEDDOJI', 'CDLSHORTLINE']",Bullish,1,1,0
SIGS3,2024-12-29,9.55,9.82,9.55,9.82,"['CDLDOJI', 'CDLGAPSIDESIDEWHITE', 'CDLSHORTLINE', 'CDLTRISTAR']",Bearish,0,1,-1
SIKLES,2024-12-29,852.0,861.0,816.0,816.0,['CDLCLOSINGMARUBOZU'],Bullish,1,0,1
SINDU,2024-12-29,862.0,862.0,761.4,761.4,"['CDLBELTHOLD', 'CDLCLOSINGMARUBOZU', 'CDLLONGLINE', 'CDLMARUBOZU']",Bullish,4,0,4
SINDUP,2024-03-13,188.0,188.0,188.0,188.0,"['CDLDOJI', 'CDLDOJISTAR', 'CDLSHORTLINE']",Bearish,0,1,-1
SJCL,2024-12-29,350.0,351.0,342.0,343.0,['CDLSHORTLINE'],Bearish,0,1,-1
SJLIC,2024-12-29,450.0,456.0,446.1,447.9,"['CDLDOJI', 'CDLGRAVESTONEDOJI', 'CDLLONGLEGGEDDOJI', 'CDLSHOOTINGSTAR']",Bearish,0,1,-1
SKBBLP,2024-09-05,100.0,100.0,100.0,100.0,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
SLBBL,2024-12-29,875.4,925.1,875.4,910.0,['CDLBELTHOLD'],Bullish,1,0,1
SLBBLP,2024-02-22,410.0,410.0,410.0,410.0,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
SLCF,2024-12-29,9.51,9.63,9.35,9.63,"['CDLDOJI', 'CDLHAMMER', 'CDLLONGLEGGEDDOJI', 'CDLSHORTLINE']",Bullish,1,1,0
SLK,2024-12-12,11.75,11.75,11.75,11.75,"['CDLDOJI', 'CDLGAPSIDESIDEWHITE', 'CDLSHORTLINE']",Bearish,0,1,-1
SMATA,2024-12-29,805.0,863.0,805.0,839.0,['CDLBELTHOLD'],Bullish,1,0,1
SMATAP,2024-11-20,495.0,495.0,495.0,495.0,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
SMB,2024-12-29,3906.2,3906.2,3587.4,3587.4,"['CDLBELTHOLD', 'CDLCLOSINGMARUBOZU', 'CDLLONGLINE', 'CDLMARUBOZU']",Bullish,4,0,4
SMBPO,2024-12-01,652.0,652.0,652.0,750.0,"['CDLBELTHOLD', 'CDLCLOSINGMARUBOZU', 'CDLLONGLINE', 'CDLMARUBOZU']",Bullish,4,0,4
SMHL,2024-12-29,1180.0,1223.0,1180.0,1200.1,['CDLSHOOTINGSTAR'],Bearish,0,1,-1
SMJC,2024-12-29,531.0,531.0,512.0,512.0,['CDLSHORTLINE'],Bearish,0,1,-1
SNLI,2024-12-29,615.2,630.0,615.2,622.0,"['CDLDOJI', 'CDLGRAVESTONEDOJI', 'CDLINVERTEDHAMMER', 'CDLLONGLEGGEDDOJI']",Bullish,1,0,1
SONA,2024-12-29,465.0,465.0,450.1,454.0,['CDLSHORTLINE'],Bearish,0,1,-1
SPDL,2024-12-29,335.0,335.0,320.3,322.9,['CDLSHORTLINE'],Bearish,0,1,-1
SPIL,2024-12-29,794.0,800.0,786.1,800.0,['CDLSHORTLINE'],Bearish,0,1,-1
SPL,2024-12-29,1060.8,1060.8,985.0,1010.0,"['CDLBELTHOLD', 'CDLHIKKAKE']",Bullish,1,1,0
SRBLD83,2024-12-26,1150.0,1152.6,1150.0,1152.6,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
SRLI,2024-12-29,420.1,424.0,420.0,421.3,"['CDLDOJI', 'CDLHIKKAKE', 'CDLINVERTEDHAMMER', 'CDLLONGLEGGEDDOJI', 'CDLSHORTLINE']",Bullish,1,2,-1
SSHL,2024-12-29,231.5,232.9,225.0,225.0,['CDLSHORTLINE'],Bearish,0,1,-1
SSIS,2024-11-27,11.03,11.03,11.03,11.03,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
STC,2024-12-29,5713.0,5713.0,5610.1,5617.0,['CDLBELTHOLD'],Bullish,1,0,1
SWBBL,2024-12-29,890.0,892.0,873.0,889.8,"['CDLDOJI', 'CDLDOJISTAR', 'CDLDRAGONFLYDOJI', 'CDLHAMMER', 'CDLHIGHWAVE', 'CDLLONGLEGGEDDOJI', 'CDLSPINNINGTOP', 'CDLTAKURI']",Bullish,1,0,1
SWBBLP,2024-08-06,782.0,782.0,782.0,782.0,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
TRH,2024-12-29,1079.9,1080.0,1064.0,1080.0,"['CDLDOJI', 'CDLDOJISTAR', 'CDLDRAGONFLYDOJI', 'CDLHAMMER', 'CDLLONGLEGGEDDOJI', 'CDLTAKURI']",Bullish,1,0,1
TSHL,2024-12-29,879.0,879.0,838.0,849.0,"['CDLBELTHOLD', 'CDLLONGLINE']",Bullish,2,0,2
TVCL,2024-12-29,563.0,564.0,546.0,554.0,['CDLSHORTLINE'],Bearish,0,1,-1
UAIL,2024-12-29,628.0,633.0,623.3,632.5,"['CDLDOJI', 'CDLDRAGONFLYDOJI', 'CDLHANGINGMAN', 'CDLLONGLEGGEDDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
UHEWA,2024-12-29,680.0,713.0,678.0,699.9,['CDLBELTHOLD'],Bullish,1,0,1
ULHC,2024-12-29,511.3,511.3,476.1,480.0,"['CDLBELTHOLD', 'CDLCLOSINGMARUBOZU', 'CDLLONGLINE', 'CDLMARUBOZU']",Bullish,4,0,4
UMHL,2024-12-29,323.5,330.0,318.0,319.9,"['CDLDOJI', 'CDLDOJISTAR', 'CDLINVERTEDHAMMER', 'CDLLONGLEGGEDDOJI', 'CDLSHORTLINE']",Bullish,1,1,0
UMRH,2024-12-29,629.0,631.0,607.0,610.0,['CDLSHORTLINE'],Bearish,0,1,-1
UNHPL,2024-12-29,284.0,284.0,275.0,278.9,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
UNL,2024-12-29,46000.0,46000.0,45750.0,45750.0,"['CDLBELTHOLD', 'CDLCLOSINGMARUBOZU', 'CDLLONGLINE', 'CDLMARUBOZU']",Bullish,4,0,4
UNLB,2024-12-29,2400.2,2652.0,2400.2,2530.0,['CDLBELTHOLD'],Bullish,1,0,1
UPCL,2024-12-29,272.0,274.7,266.0,267.0,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
UPPER,2024-12-29,204.0,208.8,203.0,204.0,"['CDLDOJI', 'CDLHAMMER', 'CDLHIGHWAVE', 'CDLINVERTEDHAMMER', 'CDLLONGLEGGEDDOJI', 'CDLRICKSHAWMAN', 'CDLSHORTLINE', 'CDLSPINNINGTOP', 'CDLTAKURI']",Bullish,2,1,1
USHEC,2024-12-29,598.7,615.0,585.1,594.0,"['CDLDOJI', 'CDLGRAVESTONEDOJI', 'CDLLONGLEGGEDDOJI', 'CDLRICKSHAWMAN', 'CDLSHOOTINGSTAR', 'CDLSHORTLINE', 'CDLSPINNINGTOP', 'CDLTRISTAR']",Bearish,0,2,-2
USHL,2024-12-29,750.5,790.0,750.5,785.0,['CDLSHORTLINE'],Bearish,0,1,-1
VLBSPO,2024-12-22,495.0,495.0,495.0,495.0,"['CDLDOJI', 'CDLSHORTLINE']",Bearish,0,1,-1
VLUCL,2024-12-29,650.0,669.9,645.0,657.0,"['CDLDOJI', 'CDLGRAVESTONEDOJI', 'CDLLONGLEGGEDDOJI', 'CDLSHOOTINGSTAR', 'CDLSHORTLINE', 'CDLTRISTAR']",Bearish,0,2,-2
